metric,scope,alpha,win_rate_focus_vs_control,mean_gap_control_minus_focus
bdg_d2_corrected_norm,16,2.5,1.0,25.06124079619005
bdg_d2_corrected_norm,16,2.75,1.0,24.59249079619005
bdg_d2_corrected_norm,16,3.0,1.0,24.12374079619005
bdg_d2_corrected_norm,16,3.25,1.0,23.65499079619005
bdg_d2_corrected_norm,16,3.5,1.0,23.18624079619005
bdg_d2_corrected_norm,16,3.75,1.0,22.71749079619005
bdg_d2_corrected_norm,16,4.0,1.0,22.24874079619005
bdg_d2_corrected_norm,16,4.25,1.0,21.77999079619005
bdg_d2_corrected_norm,16,4.5,1.0,21.31124079619005
bdg_d2_corrected_norm,16,4.75,1.0,20.84249079619005
bdg_d2_corrected_norm,16,5.0,1.0,20.37374079619005
bdg_d2_corrected_norm,16,5.25,1.0,19.90499079619005
bdg_d2_corrected_norm,16,5.5,1.0,19.43624079619005
bdg_d2_corrected_norm,16,5.75,1.0,18.96749079619005
bdg_d2_corrected_norm,16,6.0,1.0,18.49874079619005
bdg_d2_corrected_norm,16,6.25,1.0,18.02999079619005
bdg_d2_corrected_norm,16,6.5,1.0,17.56124079619005
bdg_d2_corrected_norm,16,6.75,1.0,17.09249079619005
bdg_d2_corrected_norm,16,7.0,1.0,16.62374079619005
bdg_d2_corrected_norm,16,7.25,1.0,16.15499079619005
bdg_d2_corrected_norm,16,7.5,1.0,15.686240796190047
bdg_d2_corrected_norm,16,7.75,1.0,15.217490796190047
bdg_d2_corrected_norm,16,8.0,1.0,14.748740796190047
bdg_d2_corrected_norm,16,8.25,1.0,14.279990796190047
bdg_d2_corrected_norm,16,8.5,1.0,13.811240796190047
bdg_d2_corrected_norm,16,8.75,1.0,13.342490796190049
bdg_d2_corrected_norm,16,9.0,0.875,12.873740796190049
bdg_d2_corrected_norm,16,9.25,0.875,12.404990796190049
bdg_d2_corrected_norm,16,9.5,0.75,11.936240796190049
bdg_d2_corrected_norm,16,9.75,0.75,11.467490796190049
bdg_d2_corrected_norm,16,10.0,0.75,10.998740796190047
bdg_d2_corrected_norm,20,-10.0,1.0,43.97919885931816
bdg_d2_corrected_norm,20,-9.75,1.0,43.547948859318154
bdg_d2_corrected_norm,20,-9.5,1.0,43.116698859318156
bdg_d2_corrected_norm,20,-9.25,1.0,42.68544885931816
bdg_d2_corrected_norm,20,-9.0,1.0,42.25419885931815
bdg_d2_corrected_norm,20,-8.75,1.0,41.82294885931816
bdg_d2_corrected_norm,20,-8.5,1.0,41.391698859318154
bdg_d2_corrected_norm,20,-8.25,1.0,40.960448859318156
bdg_d2_corrected_norm,20,-8.0,1.0,40.52919885931816
bdg_d2_corrected_norm,20,-7.75,1.0,40.09794885931815
bdg_d2_corrected_norm,20,-7.5,1.0,39.66669885931816
bdg_d2_corrected_norm,20,-7.25,1.0,39.235448859318154
bdg_d2_corrected_norm,20,-7.0,1.0,38.804198859318156
bdg_d2_corrected_norm,20,-6.75,1.0,38.37294885931816
bdg_d2_corrected_norm,20,-6.5,1.0,37.94169885931815
bdg_d2_corrected_norm,20,-6.25,1.0,37.51044885931816
bdg_d2_corrected_norm,20,-6.0,1.0,37.079198859318154
bdg_d2_corrected_norm,20,-5.75,1.0,36.647948859318156
bdg_d2_corrected_norm,20,-5.5,1.0,36.21669885931816
bdg_d2_corrected_norm,20,-5.25,1.0,35.78544885931815
bdg_d2_corrected_norm,20,-5.0,1.0,35.35419885931816
bdg_d2_corrected_norm,20,-4.75,1.0,34.92294885931817
bdg_d2_corrected_norm,20,-4.5,1.0,34.491698859318156
bdg_d2_corrected_norm,20,-4.25,1.0,34.06044885931816
bdg_d2_corrected_norm,20,-4.0,1.0,33.62919885931815
bdg_d2_corrected_norm,20,-3.75,1.0,33.19794885931816
bdg_d2_corrected_norm,20,-3.5,1.0,32.76669885931817
bdg_d2_corrected_norm,20,-3.25,1.0,32.335448859318156
bdg_d2_corrected_norm,20,-3.0,1.0,31.90419885931816
bdg_d2_corrected_norm,20,-2.75,1.0,31.472948859318155
bdg_d2_corrected_norm,20,-2.5,1.0,31.04169885931816
bdg_d2_corrected_norm,20,-2.25,1.0,30.610448859318165
bdg_d2_corrected_norm,20,-2.0,1.0,30.179198859318156
bdg_d2_corrected_norm,20,-1.75,1.0,29.747948859318164
bdg_d2_corrected_norm,20,-1.5,1.0,29.316698859318155
bdg_d2_corrected_norm,20,-1.25,1.0,28.88544885931816
bdg_d2_corrected_norm,20,-1.0,1.0,28.45419885931816
bdg_d2_corrected_norm,20,-0.75,1.0,28.02294885931816
bdg_d2_corrected_norm,20,-0.5,1.0,27.59169885931816
bdg_d2_corrected_norm,20,-0.25,1.0,27.16044885931816
bdg_d2_corrected_norm,20,0.0,1.0,26.72919885931816
bdg_d2_corrected_norm,20,0.25,1.0,26.29794885931816
bdg_d2_corrected_norm,20,0.5,1.0,25.86669885931816
bdg_d2_corrected_norm,20,0.75,1.0,25.43544885931816
bdg_d2_corrected_norm,20,1.0,1.0,25.00419885931816
bdg_d2_corrected_norm,20,1.25,1.0,24.57294885931816
bdg_d2_corrected_norm,20,1.5,1.0,24.14169885931816
bdg_d2_corrected_norm,20,1.75,1.0,23.710448859318156
bdg_d2_corrected_norm,20,2.0,1.0,23.27919885931816
bdg_d2_corrected_norm,20,2.25,1.0,22.847948859318155
bdg_d2_corrected_norm,20,2.5,1.0,22.41669885931816
bdg_d2_corrected_norm,20,2.75,1.0,21.98544885931816
bdg_d2_corrected_norm,20,3.0,1.0,21.554198859318156
bdg_d2_corrected_norm,20,3.25,1.0,21.12294885931816
bdg_d2_corrected_norm,20,3.5,1.0,20.691698859318155
bdg_d2_corrected_norm,20,3.75,1.0,20.26044885931816
bdg_d2_corrected_norm,20,4.0,1.0,19.82919885931816
bdg_d2_corrected_norm,20,4.25,1.0,19.397948859318156
bdg_d2_corrected_norm,20,4.5,1.0,18.96669885931816
bdg_d2_corrected_norm,20,4.75,1.0,18.535448859318155
bdg_d2_corrected_norm,20,5.0,1.0,18.10419885931816
bdg_d2_corrected_norm,20,5.25,1.0,17.67294885931816
bdg_d2_corrected_norm,20,5.5,1.0,17.241698859318156
bdg_d2_corrected_norm,20,5.75,1.0,16.81044885931816
bdg_d2_corrected_norm,20,6.0,1.0,16.37919885931816
bdg_d2_corrected_norm,20,6.25,1.0,15.947948859318162
bdg_d2_corrected_norm,20,6.5,1.0,15.516698859318163
bdg_d2_corrected_norm,20,6.75,1.0,15.085448859318157
bdg_d2_corrected_norm,20,7.0,1.0,14.65419885931816
bdg_d2_corrected_norm,20,7.25,1.0,14.22294885931816
bdg_d2_corrected_norm,20,7.5,1.0,13.79169885931816
bdg_d2_corrected_norm,20,7.75,1.0,13.360448859318163
bdg_d2_corrected_norm,20,8.0,1.0,12.929198859318157
bdg_d2_corrected_norm,20,8.25,1.0,12.49794885931816
bdg_d2_corrected_norm,20,8.5,1.0,12.06669885931816
bdg_d2_corrected_norm,20,8.75,1.0,11.63544885931816
bdg_d2_corrected_norm,20,9.0,1.0,11.204198859318163
bdg_d2_corrected_norm,20,9.25,1.0,10.772948859318157
bdg_d2_corrected_norm,20,9.5,1.0,10.341698859318162
bdg_d2_corrected_norm,20,9.75,1.0,9.91044885931816
bdg_d2_corrected_norm,20,10.0,1.0,9.47919885931816
bdg_d2_corrected_norm,28,-10.0,1.0,61.79153810841056
bdg_d2_corrected_norm,28,-9.75,1.0,60.99019882269628
bdg_d2_corrected_norm,28,-9.5,1.0,60.188859536981994
bdg_d2_corrected_norm,28,-9.25,1.0,59.38752025126771
bdg_d2_corrected_norm,28,-9.0,1.0,58.586180965553424
bdg_d2_corrected_norm,28,-8.75,1.0,57.78484167983914
bdg_d2_corrected_norm,28,-8.5,1.0,56.98350239412485
bdg_d2_corrected_norm,28,-8.25,1.0,56.18216310841056
bdg_d2_corrected_norm,28,-8.0,1.0,55.38082382269628
bdg_d2_corrected_norm,28,-7.75,1.0,54.579484536981994
bdg_d2_corrected_norm,28,-7.5,1.0,53.7781452512677
bdg_d2_corrected_norm,28,-7.25,1.0,52.976805965553424
bdg_d2_corrected_norm,28,-7.0,1.0,52.17546667983914
bdg_d2_corrected_norm,28,-6.75,1.0,51.37412739412485
bdg_d2_corrected_norm,28,-6.5,1.0,50.57278810841056
bdg_d2_corrected_norm,28,-6.25,1.0,49.77144882269627
bdg_d2_corrected_norm,28,-6.0,1.0,48.970109536981994
bdg_d2_corrected_norm,28,-5.75,1.0,48.1687702512677
bdg_d2_corrected_norm,28,-5.5,1.0,47.367430965553424
bdg_d2_corrected_norm,28,-5.25,1.0,46.56609167983914
bdg_d2_corrected_norm,28,-5.0,1.0,45.764752394124855
bdg_d2_corrected_norm,28,-4.75,1.0,44.96341310841056
bdg_d2_corrected_norm,28,-4.5,1.0,44.16207382269627
bdg_d2_corrected_norm,28,-4.25,1.0,43.360734536981994
bdg_d2_corrected_norm,28,-4.0,1.0,42.5593952512677
bdg_d2_corrected_norm,28,-3.75,1.0,41.758055965553424
bdg_d2_corrected_norm,28,-3.5,1.0,40.95671667983914
bdg_d2_corrected_norm,28,-3.25,1.0,40.15537739412485
bdg_d2_corrected_norm,28,-3.0,1.0,39.35403810841056
bdg_d2_corrected_norm,28,-2.75,1.0,38.552698822696286
bdg_d2_corrected_norm,28,-2.5,1.0,37.751359536981994
bdg_d2_corrected_norm,28,-2.25,1.0,36.9500202512677
bdg_d2_corrected_norm,28,-2.0,1.0,36.148680965553424
bdg_d2_corrected_norm,28,-1.75,1.0,35.34734167983914
bdg_d2_corrected_norm,28,-1.5,1.0,34.54600239412485
bdg_d2_corrected_norm,28,-1.25,1.0,33.74466310841056
bdg_d2_corrected_norm,28,-1.0,1.0,32.94332382269628
bdg_d2_corrected_norm,28,-0.75,1.0,32.141984536981994
bdg_d2_corrected_norm,28,-0.5,1.0,31.34064525126771
bdg_d2_corrected_norm,28,-0.25,1.0,30.53930596555342
bdg_d2_corrected_norm,28,0.0,1.0,29.73796667983914
bdg_d2_corrected_norm,28,0.25,1.0,28.93662739412485
bdg_d2_corrected_norm,28,0.5,1.0,28.135288108410563
bdg_d2_corrected_norm,28,0.75,1.0,27.33394882269628
bdg_d2_corrected_norm,28,1.0,1.0,26.532609536981994
bdg_d2_corrected_norm,28,1.25,1.0,25.73127025126771
bdg_d2_corrected_norm,28,1.5,1.0,24.92993096555342
bdg_d2_corrected_norm,28,1.75,1.0,24.128591679839136
bdg_d2_corrected_norm,28,2.0,1.0,23.32725239412485
bdg_d2_corrected_norm,28,2.25,1.0,22.525913108410563
bdg_d2_corrected_norm,28,2.5,1.0,21.72457382269628
bdg_d2_corrected_norm,28,2.75,1.0,20.92323453698199
bdg_d2_corrected_norm,28,3.0,1.0,20.12189525126771
bdg_d2_corrected_norm,28,3.25,1.0,19.320555965553417
bdg_d2_corrected_norm,28,3.5,1.0,18.519216679839136
bdg_d2_corrected_norm,28,3.75,1.0,17.71787739412485
bdg_d2_corrected_norm,28,4.0,1.0,16.916538108410567
bdg_d2_corrected_norm,28,4.25,1.0,16.115198822696282
bdg_d2_corrected_norm,28,4.5,1.0,15.313859536981996
bdg_d2_corrected_norm,28,4.75,1.0,14.512520251267707
bdg_d2_corrected_norm,28,5.0,1.0,13.711180965553423
bdg_d2_corrected_norm,28,5.25,1.0,12.909841679839136
bdg_d2_corrected_norm,28,5.5,1.0,12.108502394124853
bdg_d2_corrected_norm,28,5.75,1.0,11.307163108410567
bdg_d2_corrected_norm,28,6.0,1.0,10.505823822696284
bdg_d2_corrected_norm,28,6.25,1.0,9.704484536981997
bdg_d2_corrected_norm,28,6.5,1.0,8.90314525126771
bdg_d2_corrected_norm,28,6.75,1.0,8.101805965553424
bdg_d2_corrected_norm,28,7.0,1.0,7.300466679839129
bdg_d2_corrected_norm,28,7.25,1.0,6.499127394124855
bdg_d2_corrected_norm,28,7.5,1.0,5.697788108410567
bdg_d2_corrected_norm,28,7.75,1.0,4.896448822696286
bdg_d2_corrected_norm,28,8.0,0.875,4.095109536981997
bdg_d2_corrected_norm,28,8.25,0.75,3.293770251267709
bdg_d2_corrected_norm,28,8.5,0.625,2.4924309655534245
bdg_d2_corrected_norm,28,8.75,0.625,1.6910916798391291
bdg_d2_corrected_norm,28,9.0,0.625,0.8897523941248551
bdg_d2_corrected_norm,28,9.25,0.625,0.08841310841056682
bdg_d2_corrected_norm,28,9.5,0.5,-0.7129261773037143
bdg_d2_corrected_norm,28,9.75,0.5,-1.5142654630180026
bdg_d2_corrected_norm,28,10.0,0.25,-2.315604748732291
bdg_d2_corrected_norm,36,-10.0,1.0,67.0029813566067
bdg_d2_corrected_norm,36,-9.75,1.0,66.07763413438448
bdg_d2_corrected_norm,36,-9.5,1.0,65.15228691216225
bdg_d2_corrected_norm,36,-9.25,1.0,64.22693968994002
bdg_d2_corrected_norm,36,-9.0,1.0,63.30159246771781
bdg_d2_corrected_norm,36,-8.75,1.0,62.37624524549558
bdg_d2_corrected_norm,36,-8.5,1.0,61.45089802327337
bdg_d2_corrected_norm,36,-8.25,1.0,60.52555080105114
bdg_d2_corrected_norm,36,-8.0,1.0,59.60020357882892
bdg_d2_corrected_norm,36,-7.75,1.0,58.674856356606696
bdg_d2_corrected_norm,36,-7.5,1.0,57.74950913438448
bdg_d2_corrected_norm,36,-7.25,1.0,56.82416191216225
bdg_d2_corrected_norm,36,-7.0,1.0,55.89881468994003
bdg_d2_corrected_norm,36,-6.75,1.0,54.97346746771781
bdg_d2_corrected_norm,36,-6.5,1.0,54.04812024549559
bdg_d2_corrected_norm,36,-6.25,1.0,53.12277302327337
bdg_d2_corrected_norm,36,-6.0,1.0,52.19742580105114
bdg_d2_corrected_norm,36,-5.75,1.0,51.272078578828925
bdg_d2_corrected_norm,36,-5.5,1.0,50.346731356606696
bdg_d2_corrected_norm,36,-5.25,1.0,49.421384134384475
bdg_d2_corrected_norm,36,-5.0,1.0,48.49603691216225
bdg_d2_corrected_norm,36,-4.75,1.0,47.57068968994004
bdg_d2_corrected_norm,36,-4.5,1.0,46.64534246771781
bdg_d2_corrected_norm,36,-4.25,1.0,45.71999524549559
bdg_d2_corrected_norm,36,-4.0,1.0,44.79464802327337
bdg_d2_corrected_norm,36,-3.75,1.0,43.86930080105114
bdg_d2_corrected_norm,36,-3.5,1.0,42.943953578828925
bdg_d2_corrected_norm,36,-3.25,1.0,42.018606356606696
bdg_d2_corrected_norm,36,-3.0,1.0,41.093259134384475
bdg_d2_corrected_norm,36,-2.75,1.0,40.16791191216225
bdg_d2_corrected_norm,36,-2.5,1.0,39.24256468994003
bdg_d2_corrected_norm,36,-2.25,1.0,38.31721746771781
bdg_d2_corrected_norm,36,-2.0,1.0,37.39187024549559
bdg_d2_corrected_norm,36,-1.75,1.0,36.46652302327337
bdg_d2_corrected_norm,36,-1.5,1.0,35.54117580105115
bdg_d2_corrected_norm,36,-1.25,1.0,34.615828578828925
bdg_d2_corrected_norm,36,-1.0,1.0,33.690481356606696
bdg_d2_corrected_norm,36,-0.75,1.0,32.76513413438448
bdg_d2_corrected_norm,36,-0.5,1.0,31.83978691216225
bdg_d2_corrected_norm,36,-0.25,1.0,30.914439689940036
bdg_d2_corrected_norm,36,0.0,1.0,29.98909246771781
bdg_d2_corrected_norm,36,0.25,1.0,29.063745245495586
bdg_d2_corrected_norm,36,0.5,1.0,28.13839802327337
bdg_d2_corrected_norm,36,0.75,1.0,27.21305080105114
bdg_d2_corrected_norm,36,1.0,1.0,26.287703578828925
bdg_d2_corrected_norm,36,1.25,1.0,25.362356356606696
bdg_d2_corrected_norm,36,1.5,1.0,24.437009134384482
bdg_d2_corrected_norm,36,1.75,1.0,23.511661912162257
bdg_d2_corrected_norm,36,2.0,1.0,22.586314689940036
bdg_d2_corrected_norm,36,2.25,1.0,21.66096746771781
bdg_d2_corrected_norm,36,2.5,1.0,20.735620245495586
bdg_d2_corrected_norm,36,2.75,1.0,19.81027302327337
bdg_d2_corrected_norm,36,3.0,1.0,18.88492580105114
bdg_d2_corrected_norm,36,3.25,1.0,17.959578578828925
bdg_d2_corrected_norm,36,3.5,1.0,17.034231356606696
bdg_d2_corrected_norm,36,3.75,1.0,16.10888413438448
bdg_d2_corrected_norm,36,4.0,1.0,15.183536912162257
bdg_d2_corrected_norm,36,4.25,1.0,14.258189689940036
bdg_d2_corrected_norm,36,4.5,1.0,13.33284246771781
bdg_d2_corrected_norm,36,4.75,1.0,12.407495245495586
bdg_d2_corrected_norm,36,5.0,0.875,11.482148023273364
bdg_d2_corrected_norm,36,5.25,0.875,10.556800801051143
bdg_d2_corrected_norm,36,5.5,0.875,9.631453578828925
bdg_d2_corrected_norm,36,5.75,0.875,8.706106356606696
bdg_d2_corrected_norm,36,6.0,0.875,7.780759134384482
bdg_d2_corrected_norm,36,6.25,0.875,6.855411912162257
bdg_d2_corrected_norm,36,6.5,0.75,5.930064689940032
bdg_d2_corrected_norm,36,6.75,0.75,5.004717467717811
bdg_d2_corrected_norm,36,7.0,0.75,4.079370245495586
bdg_d2_corrected_norm,36,7.25,0.75,3.1540230232733677
bdg_d2_corrected_norm,36,7.5,0.75,2.228675801051139
bdg_d2_corrected_norm,36,7.75,0.75,1.3033285788289248
bdg_d2_corrected_norm,36,8.0,0.625,0.3779813566066963
bdg_d2_corrected_norm,36,8.25,0.625,-0.547365865615518
bdg_d2_corrected_norm,36,8.5,0.625,-1.472713087837743
bdg_d2_corrected_norm,36,8.75,0.625,-2.3980603100599573
bdg_d2_corrected_norm,36,9.0,0.5,-3.3234075322821894
bdg_d2_corrected_norm,36,9.25,0.375,-4.248754754504414
bdg_d2_corrected_norm,36,9.5,0.375,-5.174101976726639
bdg_d2_corrected_norm,36,9.75,0.125,-6.099449198948857
bdg_d2_corrected_norm,36,10.0,0.125,-7.024796421171075
bdg_d2_corrected_norm,ALL,-10.0,1.0,55.31811478013137
bdg_d2_corrected_norm,ALL,-9.75,1.0,54.66144315314724
bdg_d2_corrected_norm,ALL,-9.5,1.0,54.00477152616311
bdg_d2_corrected_norm,ALL,-9.25,1.0,53.34809989917898
bdg_d2_corrected_norm,ALL,-9.0,1.0,52.691428272194855
bdg_d2_corrected_norm,ALL,-8.75,1.0,52.034756645210734
bdg_d2_corrected_norm,ALL,-8.5,1.0,51.3780850182266
bdg_d2_corrected_norm,ALL,-8.25,1.0,50.72141339124248
bdg_d2_corrected_norm,ALL,-8.0,1.0,50.06474176425835
bdg_d2_corrected_norm,ALL,-7.75,1.0,49.40807013727422
bdg_d2_corrected_norm,ALL,-7.5,1.0,48.751398510290095
bdg_d2_corrected_norm,ALL,-7.25,1.0,48.09472688330597
bdg_d2_corrected_norm,ALL,-7.0,1.0,47.438055256321846
bdg_d2_corrected_norm,ALL,-6.75,1.0,46.78138362933771
bdg_d2_corrected_norm,ALL,-6.5,1.0,46.12471200235359
bdg_d2_corrected_norm,ALL,-6.25,1.0,45.468040375369455
bdg_d2_corrected_norm,ALL,-6.0,1.0,44.811368748385334
bdg_d2_corrected_norm,ALL,-5.75,1.0,44.15469712140121
bdg_d2_corrected_norm,ALL,-5.5,1.0,43.49802549441708
bdg_d2_corrected_norm,ALL,-5.25,1.0,42.84135386743296
bdg_d2_corrected_norm,ALL,-5.0,1.0,42.18468224044882
bdg_d2_corrected_norm,ALL,-4.75,1.0,41.5280106134647
bdg_d2_corrected_norm,ALL,-4.5,1.0,40.87133898648058
bdg_d2_corrected_norm,ALL,-4.25,1.0,40.214667359496445
bdg_d2_corrected_norm,ALL,-4.0,1.0,39.557995732512325
bdg_d2_corrected_norm,ALL,-3.75,1.0,38.90132410552819
bdg_d2_corrected_norm,ALL,-3.5,1.0,38.24465247854407
bdg_d2_corrected_norm,ALL,-3.25,1.0,37.587980851559934
bdg_d2_corrected_norm,ALL,-3.0,1.0,36.93130922457581
bdg_d2_corrected_norm,ALL,-2.75,1.0,36.274637597591685
bdg_d2_corrected_norm,ALL,-2.5,1.0,35.61796597060756
bdg_d2_corrected_norm,ALL,-2.25,1.0,34.961294343623436
bdg_d2_corrected_norm,ALL,-2.0,1.0,34.3046227166393
bdg_d2_corrected_norm,ALL,-1.75,1.0,33.64795108965518
bdg_d2_corrected_norm,ALL,-1.5,1.0,32.991279462671045
bdg_d2_corrected_norm,ALL,-1.25,1.0,32.334607835686924
bdg_d2_corrected_norm,ALL,-1.0,1.0,31.677936208702796
bdg_d2_corrected_norm,ALL,-0.75,1.0,31.02126458171867
bdg_d2_corrected_norm,ALL,-0.5,1.0,30.36459295473454
bdg_d2_corrected_norm,ALL,-0.25,1.0,29.707921327750416
bdg_d2_corrected_norm,ALL,0.0,1.0,29.051249700766288
bdg_d2_corrected_norm,ALL,0.25,1.0,28.394578073782164
bdg_d2_corrected_norm,ALL,0.5,1.0,27.737906446798036
bdg_d2_corrected_norm,ALL,0.75,1.0,27.081234819813908
bdg_d2_corrected_norm,ALL,1.0,1.0,26.42456319282978
bdg_d2_corrected_norm,ALL,1.25,1.0,25.76789156584565
bdg_d2_corrected_norm,ALL,1.5,1.0,25.111219938861527
bdg_d2_corrected_norm,ALL,1.75,1.0,24.4545483118774
bdg_d2_corrected_norm,ALL,2.0,1.0,23.797876684893275
bdg_d2_corrected_norm,ALL,2.25,1.0,23.141205057909144
bdg_d2_corrected_norm,ALL,2.5,1.0,22.48453343092502
bdg_d2_corrected_norm,ALL,2.75,1.0,21.82786180394089
bdg_d2_corrected_norm,ALL,3.0,1.0,21.171190176956763
bdg_d2_corrected_norm,ALL,3.25,1.0,20.514518549972635
bdg_d2_corrected_norm,ALL,3.5,1.0,19.857846922988507
bdg_d2_corrected_norm,ALL,3.75,1.0,19.201175296004383
bdg_d2_corrected_norm,ALL,4.0,1.0,18.54450366902026
bdg_d2_corrected_norm,ALL,4.25,1.0,17.88783204203613
bdg_d2_corrected_norm,ALL,4.5,1.0,17.231160415052003
bdg_d2_corrected_norm,ALL,4.75,1.0,16.574488788067875
bdg_d2_corrected_norm,ALL,5.0,0.96875,15.917817161083747
bdg_d2_corrected_norm,ALL,5.25,0.96875,15.26114553409962
bdg_d2_corrected_norm,ALL,5.5,0.96875,14.604473907115496
bdg_d2_corrected_norm,ALL,5.75,0.96875,13.947802280131368
bdg_d2_corrected_norm,ALL,6.0,0.96875,13.291130653147244
bdg_d2_corrected_norm,ALL,6.25,0.96875,12.634459026163116
bdg_d2_corrected_norm,ALL,6.5,0.9375,11.977787399178988
bdg_d2_corrected_norm,ALL,6.75,0.9375,11.32111577219486
bdg_d2_corrected_norm,ALL,7.0,0.9375,10.66444414521073
bdg_d2_corrected_norm,ALL,7.25,0.9375,10.007772518226608
bdg_d2_corrected_norm,ALL,7.5,0.9375,9.351100891242478
bdg_d2_corrected_norm,ALL,7.75,0.9375,8.694429264258355
bdg_d2_corrected_norm,ALL,8.0,0.875,8.037757637274225
bdg_d2_corrected_norm,ALL,8.25,0.84375,7.3810860102901
bdg_d2_corrected_norm,ALL,8.5,0.8125,6.724414383305972
bdg_d2_corrected_norm,ALL,8.75,0.8125,6.067742756321845
bdg_d2_corrected_norm,ALL,9.0,0.75,5.411071129337719
bdg_d2_corrected_norm,ALL,9.25,0.71875,4.754399502353589
bdg_d2_corrected_norm,ALL,9.5,0.65625,4.097727875369465
bdg_d2_corrected_norm,ALL,9.75,0.59375,3.441056248385337
bdg_d2_corrected_norm,ALL,10.0,0.53125,2.7843846214012102
